constit_name_id,year,cdf_release,cdf_expenditure,cdf_disbursed,overall_burn_rate,projects_release,projects_expenditure,project_burn_rate,loans_issued,loans_due,loans_recovered,repay_rate
105,2024,17733333,26743479,15500000,0.9213306321256033,13953185,11842047,0.8486984871196075,5429063,1125989,361729,0.3212544705143656
106,2022,25739911,10765080,23739911,0.4182252223016622,11938162,5761141,0.48258190833731357,NA,NA,NA,NA
106,2023,27261470,23736108,26222940,0.8706833490637153,15324450,9985058,0.6515769244573215,4435254,4657017,0,0
106,2024,14233333,31628043,12000000,0.9751884738478381,22067278,21624977,0.9799567033142919,2258370,2624885,216088,0.08232284461985953
107,2022,25466778,4829801,23739911,0.18965104262502308,11938162,1355525,0.11354553573657318,NA,NA,NA,NA
107,2023,27261470,36355741,26222940,1.3335942999405388,14279546,10568375,0.7401058128878887,5402612,700589,0,0
107,2024,18964398,27577129,15934398,1.6648434190001955,8967784,16432040,1.8323411893060761,3478000,9324643,169830,0.018213029710628065
108,2022,25739911,6584553,23739911,0.2558110243660128,11938162,704669,0.059026590525409185,NA,NA,NA,NA
108,2023,27261470,27310629,26209038,1.001803240984437,14279545,0,0,6107585,808346,166675,0.20619264522865208
108,2024,25475159,42332557,22775159,0.9556585418172656,30894074,28490508,0.9221997720339505,2642463,2642463,0,0
109,2022,25739911,6127454,23739911,0.23805264905539106,11938162,1484844,0.12437794025579482,NA,NA,NA,NA
109,2023,28198221,25442086,28096442,0.9022585502823033,15269337,3084607,0.20201315879006404,1024362,204872,0,0
109,2024,10337789,27688917,7527789,0.8771473090782849,18671589,14251475,0.7632706032678847,3612761,343787,0,0
110,2022,25700000,3595656,23739911,0.13990879377431906,12855162,0,0,NA,NA,NA,NA
110,2023,28198221,27361017,28096442,0.9703100418994517,28951262,11818868,0.4082332576728434,3218793,700084,0,0
110,2024,12775000,32672090,10000000,0.9889493867377446,17582253,15924797,0.9057313075861211,6419489,962859,208715,0.216765902380307
111,2022,25739911,5193049,23739911,0.2017508529846898,11938162,2148563,0.17997435451118857,NA,NA,NA,NA
111,2023,27261470,17535335,26209038,0.6432277863226011,14279546,8654316,0.6060638062302541,NA,285286,62563,0.2192992295450881
111,2024,15153899,39554284,12303899,0.9078691982739822,29325165,25811427,0.8801801115185541,NA,NA,NA,NA
112,2022,25739911,2629859,23739911,0.10217047759022943,11938162,957487,0.08020388733207004,NA,NA,NA,NA
112,2023,27261470,17513199,26209038,0.6424157978274833,14279546,1251176,0.08762015262950236,3232785,574188,155556,0.27091475265940773
112,2024,10860613,30558725,8085613,0.7519239019293829,23251869,16354598,0.7033670282591047,6769785,2324773,915608,0.39384834562342214
113,2022,27100120,7567588,23739911,0.2792455531562222,11938162,571402,0.04786348183246299,NA,NA,NA,NA
113,2023,28198221,29362391,28082540,1.0412852285965133,15216297,6501057,0.4272430408002683,0,0,0,NA
113,2024,25010381,35537624,22310381,0.8433916769665107,22826004,18217592,0.7981069310248083,6663137,4126897,857626,0.20781376419135247
114,2022,25739911,5778524,23739911,0.22449665812752811,11938162,842617,0.07058180312848829,NA,NA,NA,NA
114,2023,28198221,31837250,28063534,1.1290517228019457,15269336,5080000,0.3326929212900941,NA,NA,NA,NA
114,2024,22500000,28802073,19800000,0.8046169902092982,19423324,15195055,0.7823097117671517,4352524,442551,141105,0.31884460774012485
115,2022,25739911,6005765,23739911,0.2333250103312323,11938162,1487068,0.12456423358972679,NA,NA,NA,NA
115,2023,28198221,34832728,28096442,1.2352810484037273,15269337,11535427,0.7554635148860753,4784691,5143543,0,0
115,2024,20658266,31656763,17845766,0.9848354060078676,20502916,22635375,1.1040075957975928,3329591,3143449,865730,0.27540768118076675
116,2022,24971319,23609014,23739911,0.9454452125656638,11938162,11526668,0.9655312099132178,NA,NA,NA,NA
116,2023,27261470,32431332,26209038,1.1896398836893243,14279546,6751408,0.4728027067527217,3837970,532625,67448,0.1266331846984276
116,2024,28801287,32174677,26051287,0.7667701342095946,25714667,18747142,0.729044712109241,3420260,4985363,446323,0.0895266804042153
117,2022,25739911,5905079,23739911,0.22941334179438305,11938162,2674312,0.2240137133337611,NA,NA,NA,NA
117,2023,28198221,17821329,28096442,0.6320018911831353,15324450,4785875,0.3123032147972684,2314000,486673,102104,0.20980000945193178
117,2024,7700000,27922761,5000000,0.7817263059914544,22177013,15179461,0.6844682374492904,7675600,1852328,301218,0.1626159081976842
118,2022,25739911,11016670,23739911,0.42799953737213775,11938162,4122057,0.345284056289402,NA,NA,NA,NA
118,2023,27261470,23102560,26222940,0.8474436631626981,14762086,0,0,6039975,6492973,554387,0.08538261286470773
118,2024,21060026,35601235,19250026,0.8324067673631924,30142972,24691519,0.8191467981325796,3457000,3914855,2040975,0.5213411480118676
119,2022,25739911,5905617,23739911,0.22943424318755415,11938162,1775013,0.14868394313965583,NA,NA,NA,NA
119,2023,27261470,30846556,26209038,1.1315074352190106,14181629,3858317,0.2720644433724786,4424570,1329597,434014,0.32642522508700006
119,2024,25635641,40881733,22604271,0.9919492463798238,25663393,25739028,1.0029471940830272,4381360,1274405,322492,0.25305299335768455
120,2022,25739911,6649797,23739911,0.2583457650649996,11938162,2293953,0.19215294615703823,NA,NA,NA,NA
120,2023,27261470,24079657,26209038,0.8832853474152348,14279546,2179124,0.15260457160192628,3089753,1283239,413127,0.321940807597026
120,2024,30468142,43017324,27743142,1.101507658847951,29234150,28033136,0.9589174304708705,3655921,2969092,745214,0.25099053852154124
121,2022,25739911,2635615,23739911,0.10239409918705625,11938162,1073595,0.08992967259114092,NA,NA,NA,NA
121,2023,27261470,27105683,26208989,0.9942854512247505,14082284,2153971,0.15295608297631266,30000,29875,125,0.0041841004184100415
121,2024,8788156,28151105,5800656,0.9334641900385541,15596637,16217841,1.0398293555206806,4633449,1340390,238418,0.17787211184804422
122,2022,25739911,7217601,23739911,0.2804050487975658,11105224,1749938,0.15757791108040684,NA,NA,NA,NA
122,2023,27473154,18506995,26646308,0.6736392552526004,14876713,10342809,0.6952348277472316,1770000,51663,150916,2.921162146991077
122,2024,15648718,37054457,12648718,0.852947782855717,25705528,23093733,0.8983955902403561,1868000,505917,0,0
123,2022,25684041,6209661,25684041,0.2417711839036544,11164058,1339162,0.11995297767173907,NA,NA,NA,NA
123,2023,27261470,23659028,26222940,0.8678559153266496,14762086,3894394,0.2638105481840439,5934134,1313203,410925,0.3129181093859822
123,2024,13660432,33219243,10760432,0.9617166112074731,20047556,20065230,1.0008816037226682,3842463,602136,68389,0.11357733136700014
124,2022,25739911,9938758,23739911,0.38612246949882617,11938162,1304710,0.10928901785718773,NA,NA,NA,NA
124,2023,28198221,29492187,28082540,1.0458882140117989,15057112,3438354,0.22835414918876873,5631374,6053727,0,0
124,2024,10870772,28238508,8170772,1.026497540565153,18979527,19213577,1.0123317087933752,1980000,5001514,108832,0.021759811129190083
125,2022,25739911,5979286,23739911,0.2322962965955865,11938162,722451,0.06051609954698219,NA,NA,NA,NA
125,2023,27261470,29713206,26209038,1.089934108468839,14261546,6418397,0.45004917419191437,5947175,6393213,24222,0.003788705303577403
125,2024,14541482,27270319,9331482,0.9962522430026246,16177003,16217210,1.0024854418336944,3619000,4155262,212354,0.05110484007987944
126,2022,25739911,6599524,23739911,0.2563926503086976,11938162,705100,0.05906269323535734,NA,NA,NA,NA
126,2023,27261470,26317522,26222940,0.965374280990717,15324450,9654567,0.6300106692246704,3739510,3926486,252602,0.06433284112053372
126,2024,24586648,32949431,20586648,0.7944493146327746,28045958,21109139,0.7526624335670759,3942863,3265678,998242,0.30567679973347034
127,2022,25442383,17599729,23739911,0.691748449820915,11938162,8250941,0.6911399761537831,NA,NA,NA,NA
127,2023,27261470,28032345,26209038,1.0282770885062325,14279546,1781617,0.12476706192199669,3259131,782577,126375,0.1614857068377936
127,2024,21919524,36013141,19169524,0.9209634242673641,27271771,24433915,0.8959416313667344,3529595,5128792,741781,0.1446307434577187
128,2022,25739911,7098635,23739911,0.27578319909497745,11938162,431017,0.036104133952948536,NA,NA,NA,NA
128,2023,28198221,26208275,28082540,0.9294300870966292,15331978,2459799,0.1604358550475353,2949300,249319,0,0
128,2024,20700000,32047264,18000000,0.7918623110373064,21597349,15118145,0.7000000324113853,4446575,1553224,958943,0.6173887346577184
129,2022,25739911,6657401,23739911,0.25864118178186396,11938162,2443030,0.20464037931467172,NA,NA,NA,NA
129,2023,27261470,31617369,26158878,1.159782249453166,14279546,7875442,0.551519074906163,1441360,NA,NA,NA
129,2024,30635642,33936311,29605642,0.7395624496099245,28124009,22085258,0.7852812876002138,NA,NA,NA,NA
130,2022,25739911,9605937,23739911,0.37319231601072744,11938162,1094093,0.09164668732087905,NA,NA,NA,NA
130,2023,28198221,24701318,28082540,0.8759885242405895,15198297,2146888,0.14125845810224658,1950000,446979,54331,0.12155157177406545
130,2024,9690000,34068728,6990000,0.9825415998035651,19825645,16155288,0.8148682174022586,3490000,531986,333721,0.627311620982507
131,2022,25739911,7690756,23739911,0.29878720248877316,11938162,867831,0.07269385354294908,NA,NA,NA,NA
131,2023,28198218,24095525,28082534,0.8545052385934458,15216297,4527333,0.29753185022610956,6152784,345269,75403,0.21838914006180687
131,2024,10714923,32345473,7758748,0.9900340882621842,23530700,15320836,0.6510998822814451,4020951,5825390,604598,0.10378669925962039
132,2022,25739911,5697690,23739911,0.22135624322865763,11938162,2949806,0.24709046501463122,NA,NA,NA,NA
132,2023,27473155,25329890,26632408,0.9219869359744085,14876713,5805922,0.3902691407705452,4243143,4561379,0,0
132,2024,11179518,30962848,8369518,0.9913836322889051,17734706,16438093,0.9268883848426921,5440744,2645605,764481,0.2889626380355344
133,2022,25739911,5871226,23739911,0.22809814688170446,11938162,1664757,0.13944835059199231,NA,NA,NA,NA
133,2023,27261470,25496241,26209038,0.9352482092858528,15331978,15204836,0.9917073974408259,3718200,468695,113167,0.24145126361493083
133,2024,18053326,37949735,15243326,0.946439103375988,23505150,24621290,1.0474849128807942,6119327,1699252,427516,0.2515906999079595
134,2022,25739911,2580027,23739911,0.10023449576030002,12855162,0,0,NA,NA,NA,NA
134,2023,27261470,22979271,26209038,0.8429211997738933,15331978,1541817,0.10056217143019641,6071320,1599885,330778,0.20675111023604822
134,2024,19237500,35202569,16500000,0.7798513392814221,25515716,15899848,0.6231394016142835,6597867,4430099,351275,0.07929281038640446
135,2022,25739911,5203362,23739911,0.20215151482070004,11938162,1717715,0.14388437684125915,NA,NA,NA,NA
135,2023,27261470,36061017,26222940,1.3227832908496864,15324450,8006297,0.5224524860598586,2489032,3387510,289215,0.0853768697361779
135,2024,29600000,37306842,26750000,0.9692199968543798,24806725,25489976,1.0275429747376972,3562463,3740586,81523,0.021794178773058552
136,2022,25739911,4358899,23739911,0.16934398102619702,11938162,881123,0.07380725776715041,NA,NA,NA,NA
136,2023,27261470,25680527,26209038,0.9420081528985781,14762086,4578625,0.3101611113768068,3370360,990737,0,0
136,2024,14566544,49835701,11841544,0.9758330086639868,28466961,27974670,0.9827065839588567,6108489,4553805,262973,0.05774797120210461
137,2022,25739911,4336076,23739911,0.16845730352369906,11938162,0,0,NA,NA,NA,NA
137,2023,28198218,50315931,28082534,1.7843656290620917,15216297,0,0,3242700,2997280,479415,0.1599500213526931
137,2024,17700000,35981867,15000000,0.881883453359744,24842895,20495068,0.8249871039586972,3405000,6416506,943944,0.14711183937177025
138,2022,25739911,21018085,23739911,0.8165562421719329,11938162,3276624,0.27446637095392074,NA,NA,NA,NA
138,2023,21883604,37601760,15453306,1.7182617634645554,11588100,10330229,0.8914514890275369,561300,NA,0,NA
138,2024,35516856,30929703,32486856,0.8825137760353694,21957023,16910050,0.7701431109308398,3288763,3453201,352280,0.10201549229251353
139,2022,25739911,10880850,23739911,0.42272290685076575,11938162,2067409,0.17317649065241367,NA,NA,NA,NA
139,2023,27261470,19112800,26209038,0.7010920540968627,14216546,0,0,2926000,3145450,179550,0.05708245243128964
139,2024,8885618,28333594,6075618,0.8641098420300767,20693591,13435524,0.6492601501595349,6954612,11085906,386310,0.03484694890972375
140,2022,25739911,4249075,23739911,0.1650772996068246,12855162,1348629,0.10490952972821346,NA,NA,NA,NA
140,2023,28198221,18646058,28096442,0.6612494454880682,15290793,2276428,0.14887573195190074,0,0,0,NA
140,2024,23745381,45157489,20790381,0.8689705609270562,30791802,29385710,0.954335507873167,7580800,1451342,486665,0.33532068940332466
141,2022,25739911,3374384,23739911,0.13109540277742218,11938162,1774655,0.14865395527385203,NA,NA,NA,NA
141,2023,27261470,19351687,26209038,0.7098548610914965,14279546,986137,0.06905940847138978,2386200,553247,326778,0.5906548069849452
141,2024,11118446,33633115,8343446,0.7816780615770464,25574757,19351936,0.7566811289741677,6710948,3085816,1534437,0.4972548590064994
142,2022,25739911,6733996,23739911,0.2616169107966224,11938162,2867614,0.24020565309802297,NA,NA,NA,NA
142,2023,27473155,21250833,26632408,0.7735126526239887,14448760,0,0,6119671,6578646,0,0
142,2024,3537566,22826875,725066,0.8369561789974803,13504581,9066660,0.6713766239767084,3969974,2600179,1296935,0.4987868142924006
143,2022,25739911,9309994,23739911,0.3616948792091783,11938162,4302740,0.3604189656665741,NA,NA,NA,NA
143,2023,28198221,34862658,28082540,1.236342462880903,15216297,12191020,0.8011817855553162,6117463,6576273,103349,0.015715436387753367
143,2024,18468408,25778980,15693408,0.9815948257168068,15161000,14791955,0.9756582679242795,4419944,5664483,1258462,0.222167142173434
144,2022,25739911,6576085,23739911,0.2554820410995205,11938162,2562320,0.2146327047664456,NA,NA,NA,NA
144,2023,27261470,21727276,26222940,0.7969957599498486,14284335,9618941,0.6733908858900327,4620650,270683,NA,NA
144,2024,10469480,34363708,7329480,0.9533378440915398,26410636,25877509,0.979813927994767,NA,NA,NA,NA
145,2022,25739911,5631956,23739911,0.2188024659448123,11938162,2786008,0.23336992746454605,NA,NA,NA,NA
145,2023,27261470,34615813,26222940,1.2697705956428615,14279546,5540210,0.3879822229642315,3407650,NA,91736,NA
145,2024,9910386,20319798,7210386,0.9537555389481117,7661017,9160336,1.1957075672851267,2127000,3788538,999198,0.2637423723874487
146,2022,25739911,10495451,23739911,0.40775008895718406,11938162,3074092,0.25750128034784586,NA,NA,NA,NA
146,2023,27261470,31432374,26209038,1.1529962984387856,14762086,11589180,0.7850638453129185,5505814,5918750,208522,0.03523074973600845
146,2024,17902280,31835864,15092280,0.9869376526228129,21473249,19507531,0.9084573554751775,4487719,2575259,722562,0.2805783806599647
147,2022,25739911,5695855,23739911,0.22128495316087146,11938162,1122156,0.09399738418694603,NA,NA,NA,NA
147,2023,27261470,25885002,26222940,0.9495086655268407,14332167,994120,0.06936285350289317,5884590,1471148,287210,0.1952284882282408
147,2024,24491544,35704775,21641544,0.7904402681523245,30754342,22229673,0.7228141314159803,3474247,849235,149082,0.17554858195905726
148,2022,25977038,2966507,23739911,0.11419727684118566,11938162,0,0,NA,NA,NA,NA
148,2023,28198221,24517636,28082540,0.8694745672076263,14916953,10342243,0.6933214175844088,5955905,7441135,333376,0.044801767472300934
148,2024,37948209,36390688,35840715,0.7053702061367172,43277607,29192443,0.6745392137786177,3719880,1155444,290600,0.25150504914128247
149,2022,25739911,9633808,23739911,0.37427510918744045,11938162,4871606,0.40807001948876215,NA,NA,NA,NA
149,2023,28198221,16108271,28096442,0.5712513211383087,15269337,2241620,0.1468053262561433,1613600,1734620,10929,0.006300515386655291
149,2024,11810000,31620283,10000000,0.7723421665005323,28073554,19279084,0.6867347112517354,5495875,1690820,630820,0.3730852485776132
150,2022,25739911,6101403,23739911,0.23704056319386652,11938162,895040,0.074973015109026,NA,NA,NA,NA
150,2023,28198221,20990693,28064140,0.7443977760157281,15269331,609773,0.039934493528236435,1629000,214087,50738,0.23699710865209003
150,2024,10700000,34345701,8000000,0.9095216673060156,23399567,14611094,0.6244172808838727,2310000,346285,44438,0.12832782245837965
151,2022,25739911,9981669,23739911,0.3877895692801735,11938162,3568056,0.2988781690179778,NA,NA,NA,NA
151,2023,28198221,35123376,28082540,1.2455883653085775,15269337,6063388,0.3970956957725145,5112677,1100931,602767,0.5475066103143612
151,2024,24563266,32059949,21863266,0.9066820993293031,20616573,15198480,0.7371972053745305,4642000,610811,228389,0.37391107887709946
152,2022,25700000,11143718,23739911,0.43360770428015566,11938162,4971910,0.41647198287307546,NA,NA,NA,NA
152,2023,28198221,33948133,28083350,1.2039104523650623,15269337,7906802,0.5178222210957817,4920867,1251392,262438,0.20971685930547743
152,2024,22920241,27161064,20220241,0.8373869113352065,16221885,12893308,0.7948094811422963,562500,83638,37080,0.4433391520600684
153,2022,25739911,5658312,23739911,0.2198264011091569,11938162,1167544,0.09779930947494263,NA,NA,NA,NA
153,2023,27261470,39628266,26209038,1.4536364326648563,16138294,12938294,0.8017138614527657,3070000,446220,171491,0.38431939402088655
153,2024,24621291,30677139,21846291,0.9627608417436044,20165419,19872452,0.9854718119172232,3884850,999567,238041,0.23814411640240224
154,2022,25739911,6546261,23739911,0.25432337353458606,11938162,324457,0.027178136801963317,NA,NA,NA,NA
154,2023,28198218,27491150,28082534,0.9749250821452619,15216297,2091943,0.13748042641386404,6136672,289648,191472,0.6610506545876375
154,2024,7502826,25119921,4546651,0.9512177499910918,17681612,10126325,0.5727037218099797,3859954,4616096,1784421,0.38656496745301655
155,2022,25739911,4376238,23739911,0.17001760417897327,11938162,631209,0.052873214486451096,NA,NA,NA,NA
155,2023,28198221,27441686,NA,0.9731708252091507,15269331,11666587,0.7640535790336852,5808657,489126,813708,1.6635958832693416
155,2024,20537565,30040105,19075065,0.6950720535457204,32241138,19121862,0.5930889288089025,3492461,6951772,362748,0.052180652645109765
156,2022,25739911,3886406,23739911,0.15098754614963508,11938162,844015,0.070698906582102,NA,NA,NA,NA
156,2023,28198221,26490450,NA,0.939436924052762,15269331,11666587,0.7640535790336852,5808657,489126,813708,1.6635958832693416
156,2024,25910722,35566105,24448222,0.8264263870293034,32397520,26925333,0.8310924107771213,3492000,6280152,241752,0.03849460968460636
